[seq_id=1] agent_inference: LNA=1, Filter=0, Mixer=-1.589dBm, IFAmp=4.501dB, EVM=99.978%, Status=0
[seq_id=382] agent_inference: LNA=1, Filter=0, Mixer=-0.848dBm, IFAmp=18.590dB, EVM=98.057%, Status=0
[seq_id=383] agent_inference: LNA=1, Filter=0, Mixer=-0.835dBm, IFAmp=18.582dB, EVM=98.068%, Status=0
[seq_id=384] agent_inference: LNA=1, Filter=0, Mixer=-0.843dBm, IFAmp=18.605dB, EVM=98.070%, Status=0
[seq_id=385] agent_inference: LNA=1, Filter=0, Mixer=-0.833dBm, IFAmp=18.536dB, EVM=98.056%, Status=0
[seq_id=386] agent_inference: LNA=1, Filter=0, Mixer=-0.833dBm, IFAmp=18.544dB, EVM=98.064%, Status=0
[seq_id=387] agent_inference: LNA=1, Filter=0, Mixer=-0.822dBm, IFAmp=18.489dB, EVM=98.073%, Status=0
[seq_id=388] agent_inference: LNA=1, Filter=0, Mixer=-0.817dBm, IFAmp=18.498dB, EVM=98.073%, Status=0
[seq_id=389] agent_inference: LNA=1, Filter=0, Mixer=-0.838dBm, IFAmp=18.583dB, EVM=98.033%, Status=0
[seq_id=390] agent_inference: LNA=1, Filter=0, Mixer=-0.829dBm, IFAmp=18.555dB, EVM=98.096%, Status=0
[seq_id=391] agent_inference: LNA=1, Filter=0, Mixer=-0.836dBm, IFAmp=18.574dB, EVM=98.042%, Status=0
[seq_id=392] agent_inference: LNA=1, Filter=0, Mixer=-0.828dBm, IFAmp=18.553dB, EVM=98.049%, Status=0
[seq_id=393] agent_inference: LNA=1, Filter=0, Mixer=-0.831dBm, IFAmp=18.495dB, EVM=98.096%, Status=0
[seq_id=394] agent_inference: LNA=1, Filter=0, Mixer=-0.818dBm, IFAmp=18.498dB, EVM=98.067%, Status=0
[seq_id=395] agent_inference: LNA=1, Filter=0, Mixer=-0.826dBm, IFAmp=18.523dB, EVM=98.078%, Status=0
[seq_id=396] agent_inference: LNA=1, Filter=0, Mixer=-0.828dBm, IFAmp=18.510dB, EVM=98.060%, Status=0
[seq_id=397] agent_inference: LNA=1, Filter=0, Mixer=-0.837dBm, IFAmp=18.533dB, EVM=98.036%, Status=0
[seq_id=398] agent_inference: LNA=1, Filter=0, Mixer=-0.824dBm, IFAmp=18.528dB, EVM=98.093%, Status=0
[seq_id=399] agent_inference: LNA=1, Filter=0, Mixer=-0.847dBm, IFAmp=18.571dB, EVM=98.039%, Status=0
[seq_id=400] agent_inference: LNA=1, Filter=0, Mixer=-0.825dBm, IFAmp=18.527dB, EVM=98.057%, Status=0
[seq_id=401] agent_inference: LNA=1, Filter=0, Mixer=-0.847dBm, IFAmp=18.638dB, EVM=98.034%, Status=0
[seq_id=402] agent_inference: LNA=1, Filter=0, Mixer=-0.837dBm, IFAmp=18.564dB, EVM=98.037%, Status=0
[seq_id=403] agent_inference: LNA=1, Filter=0, Mixer=-0.814dBm, IFAmp=18.506dB, EVM=98.079%, Status=0
[seq_id=404] agent_inference: LNA=1, Filter=0, Mixer=-0.825dBm, IFAmp=18.526dB, EVM=98.114%, Status=0
[seq_id=405] agent_inference: LNA=1, Filter=0, Mixer=-0.862dBm, IFAmp=18.617dB, EVM=98.025%, Status=0
[seq_id=406] agent_inference: LNA=1, Filter=0, Mixer=-0.822dBm, IFAmp=18.510dB, EVM=98.064%, Status=0
[seq_id=407] agent_inference: LNA=1, Filter=0, Mixer=-0.842dBm, IFAmp=18.562dB, EVM=98.069%, Status=0
[seq_id=408] agent_inference: LNA=1, Filter=0, Mixer=-0.854dBm, IFAmp=18.585dB, EVM=98.042%, Status=0
[seq_id=409] agent_inference: LNA=1, Filter=0, Mixer=-0.835dBm, IFAmp=18.535dB, EVM=98.054%, Status=0
[seq_id=410] agent_inference: LNA=1, Filter=0, Mixer=-0.835dBm, IFAmp=18.512dB, EVM=98.070%, Status=0
[seq_id=411] agent_inference: LNA=1, Filter=0, Mixer=-0.808dBm, IFAmp=18.517dB, EVM=98.101%, Status=0
[seq_id=412] agent_inference: LNA=1, Filter=0, Mixer=-0.824dBm, IFAmp=18.555dB, EVM=98.090%, Status=0
[seq_id=413] agent_inference: LNA=1, Filter=0, Mixer=-0.846dBm, IFAmp=18.582dB, EVM=98.029%, Status=0
[seq_id=414] agent_inference: LNA=1, Filter=0, Mixer=-0.820dBm, IFAmp=18.515dB, EVM=98.105%, Status=0
[seq_id=415] agent_inference: LNA=1, Filter=0, Mixer=-0.827dBm, IFAmp=18.531dB, EVM=98.043%, Status=0
[seq_id=416] agent_inference: LNA=1, Filter=0, Mixer=-0.831dBm, IFAmp=18.564dB, EVM=98.071%, Status=0
[seq_id=417] agent_inference: LNA=1, Filter=0, Mixer=-0.835dBm, IFAmp=18.537dB, EVM=98.096%, Status=0
[seq_id=418] agent_inference: LNA=1, Filter=0, Mixer=-0.829dBm, IFAmp=18.537dB, EVM=98.055%, Status=0
[seq_id=419] agent_inference: LNA=1, Filter=0, Mixer=-0.845dBm, IFAmp=18.599dB, EVM=98.050%, Status=0
[seq_id=420] agent_inference: LNA=1, Filter=0, Mixer=-0.822dBm, IFAmp=18.529dB, EVM=98.062%, Status=0
[seq_id=421] agent_inference: LNA=1, Filter=0, Mixer=-0.833dBm, IFAmp=18.573dB, EVM=98.076%, Status=0
[seq_id=422] agent_inference: LNA=1, Filter=0, Mixer=-0.829dBm, IFAmp=18.587dB, EVM=98.089%, Status=0
[seq_id=423] agent_inference: LNA=1, Filter=0, Mixer=-0.826dBm, IFAmp=18.517dB, EVM=98.112%, Status=0
[seq_id=424] agent_inference: LNA=1, Filter=0, Mixer=-0.817dBm, IFAmp=18.484dB, EVM=98.096%, Status=0
[seq_id=425] agent_inference: LNA=1, Filter=0, Mixer=-0.836dBm, IFAmp=18.520dB, EVM=98.017%, Status=0
[seq_id=426] agent_inference: LNA=1, Filter=0, Mixer=-0.833dBm, IFAmp=18.596dB, EVM=98.050%, Status=0
[seq_id=427] agent_inference: LNA=1, Filter=0, Mixer=-0.827dBm, IFAmp=18.560dB, EVM=98.031%, Status=0
[seq_id=428] agent_inference: LNA=1, Filter=0, Mixer=-0.845dBm, IFAmp=18.570dB, EVM=98.076%, Status=0
[seq_id=429] agent_inference: LNA=1, Filter=0, Mixer=-0.817dBm, IFAmp=18.478dB, EVM=98.060%, Status=0
[seq_id=430] agent_inference: LNA=1, Filter=0, Mixer=-0.824dBm, IFAmp=18.566dB, EVM=98.082%, Status=0
[seq_id=431] agent_inference: LNA=1, Filter=0, Mixer=-0.840dBm, IFAmp=18.547dB, EVM=98.048%, Status=0
[seq_id=432] agent_inference: LNA=1, Filter=0, Mixer=-0.826dBm, IFAmp=18.534dB, EVM=98.063%, Status=0
[seq_id=433] agent_inference: LNA=1, Filter=0, Mixer=-0.811dBm, IFAmp=18.492dB, EVM=98.098%, Status=0
[seq_id=434] agent_inference: LNA=1, Filter=0, Mixer=-0.840dBm, IFAmp=18.579dB, EVM=98.061%, Status=0
[seq_id=435] agent_inference: LNA=1, Filter=0, Mixer=-0.829dBm, IFAmp=18.507dB, EVM=98.081%, Status=0
[seq_id=436] agent_inference: LNA=1, Filter=0, Mixer=-0.817dBm, IFAmp=18.474dB, EVM=98.102%, Status=0
[seq_id=437] agent_inference: LNA=1, Filter=0, Mixer=-0.820dBm, IFAmp=18.520dB, EVM=98.071%, Status=0
[seq_id=438] agent_inference: LNA=1, Filter=0, Mixer=-0.846dBm, IFAmp=18.589dB, EVM=98.044%, Status=0
[seq_id=439] agent_inference: LNA=1, Filter=0, Mixer=-0.844dBm, IFAmp=18.574dB, EVM=98.058%, Status=0
[seq_id=440] agent_inference: LNA=1, Filter=0, Mixer=-0.831dBm, IFAmp=18.544dB, EVM=98.043%, Status=0
[seq_id=441] agent_inference: LNA=1, Filter=0, Mixer=-0.828dBm, IFAmp=18.508dB, EVM=98.101%, Status=0
[seq_id=442] agent_inference: LNA=1, Filter=0, Mixer=-0.846dBm, IFAmp=18.557dB, EVM=98.075%, Status=0
[seq_id=443] agent_inference: LNA=1, Filter=0, Mixer=-0.831dBm, IFAmp=18.513dB, EVM=98.074%, Status=0
[seq_id=444] agent_inference: LNA=1, Filter=0, Mixer=-0.833dBm, IFAmp=18.576dB, EVM=98.053%, Status=0
[seq_id=445] agent_inference: LNA=1, Filter=0, Mixer=-0.852dBm, IFAmp=18.612dB, EVM=98.077%, Status=0
[seq_id=446] agent_inference: LNA=1, Filter=0, Mixer=-0.807dBm, IFAmp=18.453dB, EVM=98.118%, Status=0
[seq_id=447] agent_inference: LNA=1, Filter=0, Mixer=-0.813dBm, IFAmp=18.485dB, EVM=98.080%, Status=0
[seq_id=448] agent_inference: LNA=1, Filter=0, Mixer=-0.830dBm, IFAmp=18.561dB, EVM=98.070%, Status=0
[seq_id=449] agent_inference: LNA=1, Filter=0, Mixer=-0.829dBm, IFAmp=18.546dB, EVM=98.081%, Status=0
[seq_id=450] agent_inference: LNA=1, Filter=0, Mixer=-0.839dBm, IFAmp=18.595dB, EVM=98.065%, Status=0
[seq_id=451] agent_inference: LNA=1, Filter=0, Mixer=-0.837dBm, IFAmp=18.576dB, EVM=98.082%, Status=0
[seq_id=452] agent_inference: LNA=1, Filter=0, Mixer=-0.810dBm, IFAmp=18.443dB, EVM=98.099%, Status=0
[seq_id=453] agent_inference: LNA=1, Filter=0, Mixer=-0.837dBm, IFAmp=18.540dB, EVM=98.083%, Status=0
[seq_id=454] agent_inference: LNA=1, Filter=0, Mixer=-0.842dBm, IFAmp=18.563dB, EVM=98.061%, Status=0
[seq_id=455] agent_inference: LNA=1, Filter=0, Mixer=-0.854dBm, IFAmp=18.589dB, EVM=98.077%, Status=0
[seq_id=456] agent_inference: LNA=1, Filter=0, Mixer=-0.832dBm, IFAmp=18.533dB, EVM=98.058%, Status=0
[seq_id=457] agent_inference: LNA=1, Filter=0, Mixer=-0.818dBm, IFAmp=18.477dB, EVM=98.091%, Status=0
[seq_id=458] agent_inference: LNA=1, Filter=0, Mixer=-0.828dBm, IFAmp=18.565dB, EVM=98.091%, Status=0
[seq_id=459] agent_inference: LNA=1, Filter=0, Mixer=-0.831dBm, IFAmp=18.561dB, EVM=98.084%, Status=0
[seq_id=460] agent_inference: LNA=1, Filter=0, Mixer=-0.845dBm, IFAmp=18.563dB, EVM=98.069%, Status=0
[seq_id=461] agent_inference: LNA=1, Filter=0, Mixer=-0.835dBm, IFAmp=18.512dB, EVM=98.052%, Status=0
[seq_id=462] agent_inference: LNA=1, Filter=0, Mixer=-0.836dBm, IFAmp=18.536dB, EVM=98.074%, Status=0
[seq_id=463] agent_inference: LNA=1, Filter=0, Mixer=-0.808dBm, IFAmp=18.496dB, EVM=98.105%, Status=0
[seq_id=464] agent_inference: LNA=1, Filter=0, Mixer=-0.837dBm, IFAmp=18.546dB, EVM=98.019%, Status=0
[seq_id=465] agent_inference: LNA=1, Filter=0, Mixer=-0.813dBm, IFAmp=18.478dB, EVM=98.122%, Status=0
[seq_id=466] agent_inference: LNA=1, Filter=0, Mixer=-0.849dBm, IFAmp=18.532dB, EVM=98.062%, Status=0
[seq_id=467] agent_inference: LNA=1, Filter=0, Mixer=-0.813dBm, IFAmp=18.511dB, EVM=98.092%, Status=0
[seq_id=468] agent_inference: LNA=1, Filter=0, Mixer=-0.832dBm, IFAmp=18.542dB, EVM=98.049%, Status=0
[seq_id=469] agent_inference: LNA=1, Filter=0, Mixer=-0.846dBm, IFAmp=18.600dB, EVM=98.035%, Status=0
[seq_id=470] agent_inference: LNA=1, Filter=0, Mixer=-0.846dBm, IFAmp=18.595dB, EVM=98.067%, Status=0
[seq_id=471] agent_inference: LNA=1, Filter=0, Mixer=-0.833dBm, IFAmp=18.516dB, EVM=98.079%, Status=0
[seq_id=472] agent_inference: LNA=1, Filter=0, Mixer=-0.837dBm, IFAmp=18.589dB, EVM=98.064%, Status=0
[seq_id=473] agent_inference: LNA=1, Filter=0, Mixer=-0.836dBm, IFAmp=18.599dB, EVM=98.062%, Status=0
[seq_id=474] agent_inference: LNA=1, Filter=0, Mixer=-0.575dBm, IFAmp=18.855dB, EVM=98.067%, Status=0
[seq_id=475] agent_inference: LNA=1, Filter=0, Mixer=-0.591dBm, IFAmp=18.824dB, EVM=98.071%, Status=0
[seq_id=476] agent_inference: LNA=1, Filter=0, Mixer=-0.589dBm, IFAmp=18.819dB, EVM=98.077%, Status=0
[seq_id=477] agent_inference: LNA=1, Filter=0, Mixer=-0.592dBm, IFAmp=18.849dB, EVM=98.061%, Status=0
[seq_id=478] agent_inference: LNA=1, Filter=0, Mixer=-0.603dBm, IFAmp=18.863dB, EVM=98.067%, Status=0
[seq_id=479] agent_inference: LNA=1, Filter=0, Mixer=-0.574dBm, IFAmp=18.846dB, EVM=98.064%, Status=0
[seq_id=480] agent_inference: LNA=1, Filter=0, Mixer=-0.577dBm, IFAmp=18.860dB, EVM=98.071%, Status=0
[seq_id=481] agent_inference: LNA=1, Filter=0, Mixer=-0.594dBm, IFAmp=18.844dB, EVM=98.072%, Status=0
[seq_id=482] agent_inference: LNA=1, Filter=0, Mixer=-0.617dBm, IFAmp=18.816dB, EVM=98.074%, Status=0
[seq_id=483] agent_inference: LNA=1, Filter=0, Mixer=-0.591dBm, IFAmp=18.816dB, EVM=98.084%, Status=0
[seq_id=484] agent_inference: LNA=1, Filter=0, Mixer=-0.603dBm, IFAmp=18.840dB, EVM=98.060%, Status=0
[seq_id=485] agent_inference: LNA=1, Filter=0, Mixer=-0.591dBm, IFAmp=18.842dB, EVM=98.075%, Status=0
[seq_id=486] agent_inference: LNA=1, Filter=0, Mixer=-0.613dBm, IFAmp=18.786dB, EVM=98.070%, Status=0
[seq_id=487] agent_inference: LNA=1, Filter=0, Mixer=-0.601dBm, IFAmp=18.867dB, EVM=98.060%, Status=0
[seq_id=488] agent_inference: LNA=1, Filter=0, Mixer=-0.585dBm, IFAmp=18.859dB, EVM=98.064%, Status=0
[seq_id=489] agent_inference: LNA=1, Filter=0, Mixer=-0.597dBm, IFAmp=18.838dB, EVM=98.060%, Status=0
[seq_id=490] agent_inference: LNA=1, Filter=0, Mixer=-0.565dBm, IFAmp=18.907dB, EVM=98.081%, Status=0
[seq_id=491] agent_inference: LNA=1, Filter=0, Mixer=-0.626dBm, IFAmp=18.837dB, EVM=98.071%, Status=0
[seq_id=492] agent_inference: LNA=1, Filter=0, Mixer=-0.601dBm, IFAmp=18.852dB, EVM=98.061%, Status=0
[seq_id=493] agent_inference: LNA=1, Filter=0, Mixer=-0.592dBm, IFAmp=18.872dB, EVM=98.070%, Status=0
[seq_id=494] agent_inference: LNA=1, Filter=0, Mixer=-0.580dBm, IFAmp=18.879dB, EVM=98.071%, Status=0
[seq_id=495] agent_inference: LNA=1, Filter=0, Mixer=-0.608dBm, IFAmp=18.835dB, EVM=98.069%, Status=0
[seq_id=496] agent_inference: LNA=1, Filter=0, Mixer=-0.585dBm, IFAmp=18.867dB, EVM=98.065%, Status=0
[seq_id=497] agent_inference: LNA=1, Filter=0, Mixer=-0.590dBm, IFAmp=18.856dB, EVM=98.070%, Status=0
[seq_id=498] agent_inference: LNA=1, Filter=0, Mixer=-0.583dBm, IFAmp=18.856dB, EVM=98.078%, Status=0
[seq_id=499] agent_inference: LNA=1, Filter=0, Mixer=-0.558dBm, IFAmp=18.864dB, EVM=98.068%, Status=0
[seq_id=500] agent_inference: LNA=1, Filter=0, Mixer=-0.617dBm, IFAmp=18.790dB, EVM=98.063%, Status=0
[seq_id=501] agent_inference: LNA=1, Filter=0, Mixer=-0.587dBm, IFAmp=18.842dB, EVM=98.068%, Status=0
[seq_id=502] agent_inference: LNA=1, Filter=0, Mixer=-0.577dBm, IFAmp=18.846dB, EVM=98.069%, Status=0
[seq_id=503] agent_inference: LNA=1, Filter=0, Mixer=-0.573dBm, IFAmp=18.851dB, EVM=98.064%, Status=0
[seq_id=504] agent_inference: LNA=1, Filter=0, Mixer=-0.601dBm, IFAmp=18.826dB, EVM=98.079%, Status=0
[seq_id=505] agent_inference: LNA=1, Filter=0, Mixer=-0.603dBm, IFAmp=18.850dB, EVM=98.072%, Status=0
[seq_id=506] agent_inference: LNA=1, Filter=0, Mixer=-0.619dBm, IFAmp=18.818dB, EVM=98.068%, Status=0
[seq_id=507] agent_inference: LNA=1, Filter=0, Mixer=-0.572dBm, IFAmp=18.856dB, EVM=98.070%, Status=0
[seq_id=508] agent_inference: LNA=1, Filter=0, Mixer=-0.599dBm, IFAmp=18.837dB, EVM=98.067%, Status=0
[seq_id=509] agent_inference: LNA=1, Filter=0, Mixer=-0.594dBm, IFAmp=18.840dB, EVM=98.071%, Status=0
[seq_id=510] agent_inference: LNA=1, Filter=0, Mixer=-0.583dBm, IFAmp=18.895dB, EVM=98.055%, Status=0
[seq_id=511] agent_inference: LNA=1, Filter=0, Mixer=-0.584dBm, IFAmp=18.837dB, EVM=98.058%, Status=0
[seq_id=512] agent_inference: LNA=1, Filter=0, Mixer=-0.589dBm, IFAmp=18.850dB, EVM=98.064%, Status=0
[seq_id=513] agent_inference: LNA=1, Filter=0, Mixer=-0.593dBm, IFAmp=18.826dB, EVM=98.070%, Status=0
[seq_id=514] agent_inference: LNA=1, Filter=0, Mixer=-0.603dBm, IFAmp=18.818dB, EVM=98.065%, Status=0
[seq_id=515] agent_inference: LNA=1, Filter=0, Mixer=-0.621dBm, IFAmp=18.795dB, EVM=98.068%, Status=0
[seq_id=516] agent_inference: LNA=1, Filter=0, Mixer=-0.603dBm, IFAmp=18.806dB, EVM=98.064%, Status=0
[seq_id=517] agent_inference: LNA=1, Filter=0, Mixer=-0.618dBm, IFAmp=18.794dB, EVM=98.056%, Status=0
[seq_id=518] agent_inference: LNA=1, Filter=0, Mixer=-0.592dBm, IFAmp=18.893dB, EVM=98.061%, Status=0
[seq_id=519] agent_inference: LNA=1, Filter=0, Mixer=-0.599dBm, IFAmp=18.849dB, EVM=98.062%, Status=0
[seq_id=520] agent_inference: LNA=1, Filter=0, Mixer=-0.597dBm, IFAmp=18.874dB, EVM=98.067%, Status=0
[seq_id=521] agent_inference: LNA=1, Filter=0, Mixer=-0.596dBm, IFAmp=18.807dB, EVM=98.063%, Status=0
[seq_id=522] agent_inference: LNA=1, Filter=0, Mixer=-0.592dBm, IFAmp=18.871dB, EVM=98.052%, Status=0
[seq_id=523] agent_inference: LNA=1, Filter=0, Mixer=-0.610dBm, IFAmp=18.821dB, EVM=98.065%, Status=0
[seq_id=524] agent_inference: LNA=1, Filter=0, Mixer=-0.590dBm, IFAmp=18.800dB, EVM=98.067%, Status=0
[seq_id=525] agent_inference: LNA=1, Filter=0, Mixer=-0.572dBm, IFAmp=18.878dB, EVM=98.080%, Status=0
[seq_id=526] agent_inference: LNA=1, Filter=0, Mixer=-0.081dBm, IFAmp=17.940dB, EVM=97.836%, Status=0
[seq_id=527] agent_inference: LNA=1, Filter=0, Mixer=-0.058dBm, IFAmp=17.896dB, EVM=97.851%, Status=0
[seq_id=528] agent_inference: LNA=1, Filter=0, Mixer=0.469dBm, IFAmp=16.904dB, EVM=97.575%, Status=0
[seq_id=529] agent_inference: LNA=1, Filter=0, Mixer=1.095dBm, IFAmp=15.871dB, EVM=97.260%, Status=0
[seq_id=530] agent_inference: LNA=1, Filter=0, Mixer=4.065dBm, IFAmp=11.530dB, EVM=95.687%, Status=0
[seq_id=531] agent_inference: LNA=1, Filter=0, Mixer=5.150dBm, IFAmp=9.901dB, EVM=94.579%, Status=0
[seq_id=532] agent_inference: LNA=1, Filter=0, Mixer=5.767dBm, IFAmp=8.322dB, EVM=93.150%, Status=0
[seq_id=533] agent_inference: LNA=1, Filter=0, Mixer=3.595dBm, IFAmp=3.114dB, EVM=78.292%, Status=0
[seq_id=534] agent_inference: LNA=1, Filter=0, Mixer=2.693dBm, IFAmp=2.455dB, EVM=75.946%, Status=0
[seq_id=535] agent_inference: LNA=1, Filter=0, Mixer=2.742dBm, IFAmp=2.422dB, EVM=75.844%, Status=0
[seq_id=536] agent_inference: LNA=1, Filter=0, Mixer=2.717dBm, IFAmp=2.440dB, EVM=75.962%, Status=0
[seq_id=537] agent_inference: LNA=1, Filter=0, Mixer=2.729dBm, IFAmp=2.368dB, EVM=75.811%, Status=0
[seq_id=538] agent_inference: LNA=1, Filter=0, Mixer=2.776dBm, IFAmp=2.407dB, EVM=75.686%, Status=0
[seq_id=539] agent_inference: LNA=1, Filter=0, Mixer=2.748dBm, IFAmp=2.449dB, EVM=75.811%, Status=0
[seq_id=540] agent_inference: LNA=1, Filter=0, Mixer=2.760dBm, IFAmp=2.407dB, EVM=75.679%, Status=0
[seq_id=541] agent_inference: LNA=1, Filter=0, Mixer=2.760dBm, IFAmp=2.342dB, EVM=75.617%, Status=0
[seq_id=542] agent_inference: LNA=1, Filter=0, Mixer=2.737dBm, IFAmp=2.473dB, EVM=75.811%, Status=0
[seq_id=543] agent_inference: LNA=1, Filter=0, Mixer=2.770dBm, IFAmp=2.366dB, EVM=75.721%, Status=0
[seq_id=544] agent_inference: LNA=1, Filter=0, Mixer=2.728dBm, IFAmp=2.438dB, EVM=75.956%, Status=0
[seq_id=545] agent_inference: LNA=1, Filter=0, Mixer=2.756dBm, IFAmp=2.415dB, EVM=75.784%, Status=0
[seq_id=546] agent_inference: LNA=1, Filter=0, Mixer=2.763dBm, IFAmp=2.396dB, EVM=75.647%, Status=0
[seq_id=547] agent_inference: LNA=1, Filter=0, Mixer=2.737dBm, IFAmp=2.383dB, EVM=75.762%, Status=0
[seq_id=548] agent_inference: LNA=1, Filter=0, Mixer=2.752dBm, IFAmp=2.430dB, EVM=75.744%, Status=0
[seq_id=549] agent_inference: LNA=1, Filter=0, Mixer=2.734dBm, IFAmp=2.423dB, EVM=75.845%, Status=0
[seq_id=550] agent_inference: LNA=1, Filter=0, Mixer=2.753dBm, IFAmp=2.364dB, EVM=75.720%, Status=0
[seq_id=551] agent_inference: LNA=1, Filter=0, Mixer=2.742dBm, IFAmp=2.341dB, EVM=75.757%, Status=0
[seq_id=552] agent_inference: LNA=1, Filter=0, Mixer=2.750dBm, IFAmp=2.387dB, EVM=75.763%, Status=0
[seq_id=553] agent_inference: LNA=1, Filter=0, Mixer=2.737dBm, IFAmp=2.364dB, EVM=75.752%, Status=0
[seq_id=554] agent_inference: LNA=1, Filter=0, Mixer=2.710dBm, IFAmp=2.433dB, EVM=75.958%, Status=0
[seq_id=555] agent_inference: LNA=1, Filter=0, Mixer=2.738dBm, IFAmp=2.305dB, EVM=75.748%, Status=0
[seq_id=556] agent_inference: LNA=1, Filter=0, Mixer=2.748dBm, IFAmp=2.349dB, EVM=75.717%, Status=0
[seq_id=557] agent_inference: LNA=1, Filter=0, Mixer=2.746dBm, IFAmp=2.308dB, EVM=75.622%, Status=0
[seq_id=558] agent_inference: LNA=1, Filter=0, Mixer=2.733dBm, IFAmp=2.358dB, EVM=75.706%, Status=0
[seq_id=559] agent_inference: LNA=1, Filter=0, Mixer=2.782dBm, IFAmp=2.287dB, EVM=75.533%, Status=0
[seq_id=560] agent_inference: LNA=1, Filter=0, Mixer=2.735dBm, IFAmp=2.401dB, EVM=75.733%, Status=0
[seq_id=561] agent_inference: LNA=1, Filter=0, Mixer=2.728dBm, IFAmp=2.448dB, EVM=75.871%, Status=0
[seq_id=562] agent_inference: LNA=1, Filter=0, Mixer=2.731dBm, IFAmp=2.391dB, EVM=75.784%, Status=0
[seq_id=563] agent_inference: LNA=1, Filter=0, Mixer=2.747dBm, IFAmp=2.422dB, EVM=75.740%, Status=0
[seq_id=564] agent_inference: LNA=1, Filter=0, Mixer=2.733dBm, IFAmp=2.396dB, EVM=75.736%, Status=0
[seq_id=565] agent_inference: LNA=1, Filter=0, Mixer=2.747dBm, IFAmp=2.292dB, EVM=75.651%, Status=0
[seq_id=566] agent_inference: LNA=1, Filter=0, Mixer=2.744dBm, IFAmp=2.370dB, EVM=75.795%, Status=0
[seq_id=567] agent_inference: LNA=1, Filter=0, Mixer=2.754dBm, IFAmp=2.385dB, EVM=75.771%, Status=0
[seq_id=568] agent_inference: LNA=1, Filter=0, Mixer=2.704dBm, IFAmp=2.482dB, EVM=75.953%, Status=0
[seq_id=569] agent_inference: LNA=1, Filter=0, Mixer=2.734dBm, IFAmp=2.433dB, EVM=75.813%, Status=0
[seq_id=570] agent_inference: LNA=1, Filter=0, Mixer=2.736dBm, IFAmp=2.367dB, EVM=75.811%, Status=0
[seq_id=571] agent_inference: LNA=1, Filter=0, Mixer=2.773dBm, IFAmp=2.327dB, EVM=75.613%, Status=0
[seq_id=572] agent_inference: LNA=1, Filter=0, Mixer=2.721dBm, IFAmp=2.362dB, EVM=75.796%, Status=0
[seq_id=573] agent_inference: LNA=1, Filter=0, Mixer=2.744dBm, IFAmp=2.468dB, EVM=75.859%, Status=0
[seq_id=574] agent_inference: LNA=1, Filter=0, Mixer=2.723dBm, IFAmp=2.455dB, EVM=75.957%, Status=0
[seq_id=575] agent_inference: LNA=1, Filter=0, Mixer=2.769dBm, IFAmp=2.382dB, EVM=75.676%, Status=0
[seq_id=576] agent_inference: LNA=1, Filter=0, Mixer=2.723dBm, IFAmp=2.366dB, EVM=75.774%, Status=0
[seq_id=577] agent_inference: LNA=1, Filter=0, Mixer=2.767dBm, IFAmp=2.317dB, EVM=75.621%, Status=0
[seq_id=578] agent_inference: LNA=1, Filter=0, Mixer=2.726dBm, IFAmp=2.432dB, EVM=75.885%, Status=0
[seq_id=579] agent_inference: LNA=1, Filter=0, Mixer=2.757dBm, IFAmp=2.413dB, EVM=75.778%, Status=0
[seq_id=580] agent_inference: LNA=1, Filter=0, Mixer=2.755dBm, IFAmp=2.458dB, EVM=75.722%, Status=0
[seq_id=581] agent_inference: LNA=1, Filter=0, Mixer=2.752dBm, IFAmp=2.422dB, EVM=75.745%, Status=0
[seq_id=582] agent_inference: LNA=1, Filter=0, Mixer=2.731dBm, IFAmp=2.420dB, EVM=75.857%, Status=0
[seq_id=583] agent_inference: LNA=1, Filter=0, Mixer=2.706dBm, IFAmp=2.441dB, EVM=75.969%, Status=0
[seq_id=584] agent_inference: LNA=1, Filter=0, Mixer=2.733dBm, IFAmp=2.453dB, EVM=75.891%, Status=0
[seq_id=585] agent_inference: LNA=1, Filter=0, Mixer=2.729dBm, IFAmp=2.387dB, EVM=75.744%, Status=0
[seq_id=586] agent_inference: LNA=1, Filter=0, Mixer=2.748dBm, IFAmp=2.402dB, EVM=75.685%, Status=0
[seq_id=587] agent_inference: LNA=1, Filter=0, Mixer=2.735dBm, IFAmp=2.428dB, EVM=75.780%, Status=0
[seq_id=588] agent_inference: LNA=1, Filter=0, Mixer=2.714dBm, IFAmp=2.433dB, EVM=75.833%, Status=0
[seq_id=589] agent_inference: LNA=1, Filter=0, Mixer=2.750dBm, IFAmp=2.393dB, EVM=75.838%, Status=0
[seq_id=590] agent_inference: LNA=1, Filter=0, Mixer=2.759dBm, IFAmp=2.342dB, EVM=75.656%, Status=0
[seq_id=591] agent_inference: LNA=1, Filter=0, Mixer=2.763dBm, IFAmp=2.399dB, EVM=75.694%, Status=0
[seq_id=592] agent_inference: LNA=1, Filter=0, Mixer=2.735dBm, IFAmp=2.387dB, EVM=75.809%, Status=0
[seq_id=593] agent_inference: LNA=1, Filter=0, Mixer=2.725dBm, IFAmp=2.401dB, EVM=75.844%, Status=0
[seq_id=594] agent_inference: LNA=1, Filter=0, Mixer=2.744dBm, IFAmp=2.325dB, EVM=75.714%, Status=0
[seq_id=595] agent_inference: LNA=1, Filter=0, Mixer=2.732dBm, IFAmp=2.397dB, EVM=75.835%, Status=0
[seq_id=596] agent_inference: LNA=1, Filter=0, Mixer=2.712dBm, IFAmp=2.388dB, EVM=75.793%, Status=0
